,type,text,likes,retweets,num_comments,url
110,nr,"\xe2\x80\x94The new coronavirus appears much deadlier than the seasonal flu\n\xe2\x80\x94U.S. officials learned cruise ship evacuees were infected at the last minute\n\xe2\x80\x94Cambodia\xe2\x80\x99s leader is famously complacent about the coronavirus, which may exact a global toll\n\nLatest updates:\n https://nyti.ms/2HzYPU6\xc2\xa0",1450,859,119,twitter.com/nytimes/status/1229649502992306176
111,nr,More than 300 Americans were evacuated from a cruise ship in Japan. 14 of them tested positive for the coronavirus and will be placed in isolation in the United States.  https://nyti.ms/3bLO2Ek\xc2\xa0,196,122,25,twitter.com/nytimes/status/1229513364453429248
112,nr,"Across Europe, the numbers of Chinese tourists have visibly dropped since Beijing banned overseas group tours. Though it's too soon to quantify it precisely, the potential economic impact of the coronavirus is evident nearly everywhere.  https://nyti.ms/37DT7ey\xc2\xa0",390,147,31,twitter.com/nytimes/status/1229507923296079878
113,nr,"The Tokyo Marathon, one of the world\xe2\x80\x99s largest races, has been restricted to elite runners because of new cases of the coronavirus confirmed within Japan  https://nyti.ms/324oUEn\xc2\xa0",185,96,12,twitter.com/nytimes/status/1229490715509567488
114,nr,"China signaled that it would postpone its most important political spectacle of the year, a sign of deepening anxiety within the ruling Communist Party about the threat posed by the coronavirus epidemic  https://nyti.ms/2HzdRK2\xc2\xa0",128,77,17,twitter.com/nytimes/status/1229485694336237574
115,nr,"We spoke to the director of the Centers for Disease Control and Prevention\xe2\x80\x99s global health protection division about the coronavirus, and about efforts to keep people safe when they travel  https://nyti.ms/2vJj4MI\xc2\xa0",173,64,27,twitter.com/nytimes/status/1229473370175102976
116,nr,"The U.S. Embassy in Tokyo had said that cruise ship passengers carrying the coronavirus would not be allowed to board evacuation flights, but the decision was apparently reversed at the last minute  https://nyti.ms/2Hyet2g\xc2\xa0",202,95,23,twitter.com/nytimes/status/1229440382787825664
117,nr,"In an interview on Fox News, Senator Tom Cotton raised the unsubstantiated rumor that the new coronavirus originated in a high-security biochemical lab in China. The theory lacks evidence and has been dismissed by scientists.  https://nyti.ms/2Hsfrxf\xc2\xa0",5799,2031,1730,twitter.com/nytimes/status/1229403979110584320
118,nr,"The world's second-largest economy practically shut down 3 weeks ago as the coronavirus outbreak sickened tens of thousands of people. \n\nNow, as some factories rumble back into action, the monumental task of restarting China is becoming clear.  https://nyti.ms/37vBQEt\xc2\xa0",274,105,18,twitter.com/nytimes/status/1229381128504696832
119,nr,"Breaking News: Northern California has reported a second coronavirus case in a person without known risk factors, raising the possibility of local transmission\n https://nyti.ms/3afrDNY\xc2\xa0",622,406,77,twitter.com/nytimes/status/1233530858910425088
120,nr,"As coronavirus worries mount, one indicator may be the most profound signal about the future of the global economy \xe2\x80\x94 and it's not the stock market. @Neil_Irwin explains for the @UpshotNYT. https://nyti.ms/2I6UlVf\xc2\xa0",170,69,22,twitter.com/nytimes/status/1233517250646335488
121,nr,Here's how the S&P 500 fell \xe2\x80\x94 it was its worst week since the 2008 financial crisis \xe2\x80\x94 as coronavirus fears rattled markets around the world  https://nyti.ms/398Kz0Z\xc2\xa0pic.twitter.com/Lg9w3dr2q1,215,124,30,twitter.com/nytimes/status/1233514730448474116
122,nr,CBS said on Friday that it has shut down the 33rd season of \xe2\x80\x9cThe Amazing Race\xe2\x80\x9d because of concerns over the spread of coronavirus  https://nyti.ms/3akijbX\xc2\xa0,198,75,20,twitter.com/nytimes/status/1233493719766138886
123,nr,Experts share their best tips with @NYTParenting about what should you tell kids about the coronavirus  https://nyti.ms/2TaOogC\xc2\xa0,108,39,18,twitter.com/nytimes/status/1233492087938699266
124,nr,The coronavirus surfaced in a Chinese seafood and poultry market late last year. Here's a timeline of the outbreak so far.  https://nyti.ms/38estJK\xc2\xa0,225,117,42,twitter.com/nytimes/status/1233482047970271235
125,nr,"Breaking News: In a statement aimed at calming jittery investors, the Federal Reserve signaled a willingness to cut interest rates if the coronavirus outbreak worsens  https://nyti.ms/3afsFK8\xc2\xa0",372,219,104,twitter.com/nytimes/status/1233475545075200000
126,nr,"The stock market is falling over coronavirus worries. But so are U.S. Treasury bond yields, which hit all-time lows this week.\n\nAnd while they may not dominate the headlines, bonds could be the most profound signal about the future of the global economy.  https://nyti.ms/2VwF4Fq\xc2\xa0",308,167,36,twitter.com/nytimes/status/1233456860394639361
127,nr,"Campaigning in South Carolina on Friday, Joe Biden urged calm in response to the coronavirus outbreak, even as he bashed President Trump\xe2\x80\x99s response so far. ""We have a president who can\xe2\x80\x99t tell the truth,"" he said.  https://nyti.ms/2vnyN3W\xc2\xa0",151,44,22,twitter.com/nytimes/status/1233446796799639552
128,nr,"Maps: The coronavirus outbreak has sickened more than 83,700 people, according to official counts. As of Friday morning, at least 2,858 people have died, all but 70 in mainland China.  https://nyti.ms/2I6GyOu\xc2\xa0",228,148,39,twitter.com/nytimes/status/1233444277721669632
129,nr,Here's how the S&P 500 has fallen this week as worries about the coronavirus outbreak continue to mount.\n\nThe U.S. stock market is on track for its worst week since the 2008 financial crisis. \n\nFollow live updates.  https://nyti.ms/2I0QWaG\xc2\xa0pic.twitter.com/1c5wFGMzbz,155,76,22,twitter.com/nytimes/status/1233441739677093888
130,nr,"Federal Reserve officials on Friday began to signal a willingness to cut interest rates if the coronavirus outbreak worsens, laying out a scenario in which the central bank might respond as infections and quarantines spread globally. Follow live updates.  https://nyti.ms/3ahe4xN\xc2\xa0",138,82,25,twitter.com/nytimes/status/1233436715777449985
131,nr,"The latest on the coronavirus: The WHO has raised the global threat level to \xe2\x80\x9cvery high,\xe2\x80\x9d its most extreme assessment, as new outbreaks appear. At least 53 countries have now reported infections.  https://nyti.ms/2Tj8Eve\xc2\xa0",341,221,29,twitter.com/nytimes/status/1233434199572537346
132,nr,"Mick Mulvaney, the acting White House chief of staff, accused the media of exaggerating the seriousness of the coronavirus as an attempt to ""bring down the president""  https://nyti.ms/384jH0N\xc2\xa0",592,189,645,twitter.com/nytimes/status/1233424138674589698
133,nr,Panic in the stock market over the coronavirus has continued into a 7th day. Shares in the U.S. tumbling following steep declines in Asia and Europe.\n\nFollow live updates:  https://nyti.ms/2Ta0B53\xc2\xa0pic.twitter.com/0wH6dCxPXt,189,114,21,twitter.com/nytimes/status/1233417866210312192
134,nr,"In Opinion\n\n@karaswisher writes, ""In the wake of the global spread of the new coronavirus, I can give you 1.7 trillion reasons that you might want to pay attention to Zoom Video Communications and companies like it.""\n https://nyti.ms/3ca1Zfz\xc2\xa0",141,28,5,twitter.com/nytimes/status/1233401508101836800
135,nr,Breaking News: U.S. stocks plummeted for a seventh day on coronavirus fears. The S&P 500 fell more than 2% in early trading after global markets tumbled.  https://nyti.ms/2vdvEUx\xc2\xa0,218,89,43,twitter.com/nytimes/status/1233400347667943425
136,nr,"A woman tested positive for the new coronavirus in Solano County, Calif., without a known explanation. Officials are tracking her contacts, and residents have questions.  https://nyti.ms/2vow6iK\xc2\xa0",256,91,24,twitter.com/nytimes/status/1233396456213680128
137,nr,"When a man with no connection to known infections became ill, German health officials raced to retrace his steps so they could prevent further spread of the coronavirus  https://nyti.ms/2T5Tomr\xc2\xa0",369,149,28,twitter.com/nytimes/status/1233366254007787520
138,nr,Breaking News: President Trump appointed Vice President Mike Pence to oversee efforts to prevent a widespread coronavirus outbreak in the U.S.\n https://nyti.ms/32ue4aV\xc2\xa0,1518,412,1217,twitter.com/nytimes/status/1232816395181862920
139,nr,Experts spoke to @NYTParenting to answer parents' questions about school breaks and vacations as the coronavirus spreads\n https://nyti.ms/2TmjznO\xc2\xa0,72,41,9,twitter.com/nytimes/status/1232802583422668801
140,nr,"President Trump has considered appointing a \xe2\x80\x9cczar\xe2\x80\x9d to manage his administration\xe2\x80\x99s efforts on the coronavirus in the U.S., as President Obama did for the Ebola virus in 2014. Lawmakers in both parties have expressed alarm that Trump has not yet done so.\n https://nyti.ms/2T1Ie2d\xc2\xa0",202,62,57,twitter.com/nytimes/status/1232774858175590400
141,nr,Mike Bloomberg\xe2\x80\x99s presidential campaign released a new ad attacking President Trump\xe2\x80\x99s handling of the coronavirus and the widespread concern it's generated  https://nyti.ms/394fECH\xc2\xa0,123,30,16,twitter.com/nytimes/status/1232772367186907136
142,nr,"EU officials are calling for countries to coordinate with each other, not close borders, to prepare for the spread of the coronavirus\n https://nyti.ms/3a1CACK\xc2\xa0",207,95,28,twitter.com/nytimes/status/1232769832170532864
143,nr,"President Trump blamed the media for fanning fears of the coronavirus and said his administration was doing a ""great job"" in response, though lawmakers of both parties have expressed concerns. \n\nHe plans to give a news conference with the CDC at 6 p.m. ET.\n https://nyti.ms/2wSks05\xc2\xa0",233,75,113,twitter.com/nytimes/status/1232719488962957312
144,nr,Hundreds of hotel guests at a Spanish island resort remain on lockdown to contain the spread of the coronavirus after authorities said 2 more people tested positive for the virus  https://nyti.ms/3c6KDQN\xc2\xa0,161,76,6,twitter.com/nytimes/status/1232716987735904256
145,nr,Brazil has reported its first case of coronavirus. See where else it has spread.\n https://nyti.ms/3821hgQ\xc2\xa0,246,147,19,twitter.com/nytimes/status/1232711994094084096
146,nr,"Breaking News: Brazil confirmed a case of the new coronavirus, the first in Latin America  https://nyti.ms/3a4TQa9\xc2\xa0",3530,1206,159,twitter.com/nytimes/status/1232678816356732928
147,nr,"It is hard for economists and Federal Reserve officials to assess just how significant the coronavirus fallout will be, as it remains unclear how far and fast the illness will spread  https://nyti.ms/37VizfK\xc2\xa0",111,50,15,twitter.com/nytimes/status/1232661632918093824
148,nr,The Democratic presidential candidates criticized President Trump's response to the coronavirus outbreak in Tuesday's debate. Here's what they had to say.  https://nyti.ms/2PFqrfh\xc2\xa0,88,29,28,twitter.com/nytimes/status/1232641470613590018
149,nr,"Beijing is tapping its old propaganda playbook as it battles the relentless coronavirus outbreak, the biggest challenge to its legitimacy in decades. The problem for China\xe2\x80\x99s leaders: This time, it isn\xe2\x80\x99t working so well.  https://nyti.ms/3c9N3y4\xc2\xa0",1024,779,67,twitter.com/nytimes/status/1232623850774564865
150,nr,"The spread of the deadly coronavirus epidemic to Italy, Europe\xe2\x80\x99s fourth-largest economy, has heightened fears of disruption in the global supply chain  https://nyti.ms/2HVvMdR\xc2\xa0",217,117,20,twitter.com/nytimes/status/1232596192007278592
151,nr,"In Opinion\n\nKoichi Nakano writes, ""The Japanese government\xe2\x80\x99s response to the coronavirus outbreak has been staggeringly incompetent. Why, when so much is at stake for Japan, especially as the host country of the Olympics this summer?""\n https://nyti.ms/2PpLn9P\xc2\xa0",632,424,45,twitter.com/nytimes/status/1232591141083787264
152,nr,"A cruise ship in the Caribbean has been turned away from two ports over fears of the coronavirus. After a crew member with flu symptoms was reported, Jamaican and Cayman health authorities have refused to let passengers disembark.  https://nyti.ms/32sEd9U\xc2\xa0",170,128,23,twitter.com/nytimes/status/1232571012073566212
153,nr,"Spain, Austria, Croatia, Switzerland and France all reported coronavirus cases linked to an outbreak in Lombardy, Italy. Two European hotels are locked down as new cases spread across the Continent.  https://nyti.ms/2Tho42V\xc2\xa0",314,232,29,twitter.com/nytimes/status/1232545862498357248
154,nr,Coronavirus map: Tracking the spread of the outbreak\n https://nyti.ms/2urOk2e\xc2\xa0,510,357,44,twitter.com/nytimes/status/1232528221142470663
155,nr,"In Opinion\n\n""The coronavirus is a test, targeted precisely to the globalized order\xe2\x80\x99s points of fracture and the mix of misgovernment and mistrust associated with the populist-establishment stalemate in the West,"" writes Ross Douthat.  https://nyti.ms/380PS0S\xc2\xa0",395,148,21,twitter.com/nytimes/status/1232515658463809537
156,nr,"An American soldier in South Korea has tested positive for the new coronavirus, the U.S. military said on Wednesday\n\nLatest updates:\n https://nyti.ms/3a4nsob\xc2\xa0",459,331,29,twitter.com/nytimes/status/1232505586958336000
157,nr,Coronavirus map: Tracking the spread of the outbreak\n https://nyti.ms/2Tt7XPS\xc2\xa0,405,297,45,twitter.com/nytimes/status/1234964283760332800
158,nr,"As the world wrestles with the spread of the coronavirus, the epidemic in Iran is a lesson in what happens when a secretive state with limited resources tries to play down an outbreak, and then finds it very difficult to contain.\n https://nyti.ms/39lCV3k\xc2\xa0",401,166,37,twitter.com/nytimes/status/1234959251967217664
159,nr,"Breaking News: U.S. stocks and bond yields tumbled on Tuesday, suggesting investors think the Federal Reserve's interest-rate cut won't contain the economic impact of the coronavirus  https://nyti.ms/2VGEzbN\xc2\xa0",599,298,54,twitter.com/nytimes/status/1234950845382451201
160,nr,The confusion over coronavirus tests typified the struggle by the Trump administration to project confidence and progress without misleading the public about the virus\xe2\x80\x99s spread  https://nyti.ms/2Ih4q26\xc2\xa0,102,50,22,twitter.com/nytimes/status/1234946673518022657
161,nr,"The coronavirus outbreak has hobbled Chinese factories that supply India\xe2\x80\x99s vast drug industry with ingredients for antibiotics and vitamins, raising the prospect of global shortages of essential drugs  https://nyti.ms/2IgZBpw\xc2\xa0",181,135,17,twitter.com/nytimes/status/1234931591782244354
162,nr,Here\xe2\x80\x99s a list of frequently asked questions about the coronavirus outbreak and its symptoms\n https://nyti.ms/3cuiyTq\xc2\xa0,100,55,13,twitter.com/nytimes/status/1234921507278770181
163,nr,A person who died last week in a Seattle hospital had the coronavirus. It's the earliest known fatality from the infection in the U.S.\n https://nyti.ms/39lNi7g\xc2\xa0,351,190,28,twitter.com/nytimes/status/1234914739433676802
164,nr,"Iran\xe2\x80\x99s leaders confidently predicted 2 weeks ago that the coronavirus ravaging China would not be a problem in their country. Now Iran has the most coronavirus deaths outside China, and Iranian medical workers have been told to keep quiet.\n https://nyti.ms/3akDkTy\xc2\xa0",612,416,67,twitter.com/nytimes/status/1234911433256775680
165,nr,"Economists say a coronavirus pandemic could clearly cause a recession in the U.S. But for that to happen, the effects would have to spread beyond manufacturing, travel and other sectors directly affected by the disease. \n https://nyti.ms/3cuwhtl\xc2\xa0",196,83,29,twitter.com/nytimes/status/1234901392889872391
166,nr,The FDA pledged to ramp up efforts and produce a million coronavirus tests by the end of this week. Public and private labs say they\xe2\x80\x99re not even close to reaching the U.S. government\xe2\x80\x99s promises.  https://nyti.ms/2wnMeRG\xc2\xa0,631,437,82,twitter.com/nytimes/status/1234891301616783360
167,nr,Misconceptions about what can protect you and your family from the coronavirus are spreading fast. @NYTParenting spoke to doctors and experts in infectious diseases to get the facts about these common claims. https://nyti.ms/39mdYEK\xc2\xa0,199,132,15,twitter.com/nytimes/status/1234881237707259904
168,nr,"Our reporter, @heathertal, has more on what you need to know about how the coronavirus is transmitted. Read her reporting and the additional reader questions she answered in her thread:  https://nyti.ms/2wqcc6U\xc2\xa0 https://twitter.com/heathertal/status/1234618956796846080\xc2\xa0\xe2\x80\xa6",87,48,8,twitter.com/nytimes/status/1234878657459556353
169,nr,"Breaking News: The U.S. Federal Reserve will slash interest rates by half a percentage point, a major cut as fears about the economic fallout of the coronavirus mount  https://nyti.ms/38fReFn\xc2\xa0",633,360,71,twitter.com/nytimes/status/1234857100850925574
170,nr,"Governor Andrew Cuomo confirmed a second case of coronavirus in New York state, a man in his 50s who is hospitalized. Officials urged calm, reiterating that health officials expect the virus to be found in multiple locations around the state.  https://nyti.ms/38is3Sx\xc2\xa0",279,150,20,twitter.com/nytimes/status/1234848618638647296
171,nr,"\xe2\x80\x9cLet\xe2\x80\x99s say I\xe2\x80\x99m sick for one month now \xe2\x80\x94 how am I going to pay my rent?""\n\nSome low-paid health workers in Britain who could be at risk of contracting the coronavirus say they will show up to work even if they fall ill.  https://nyti.ms/39kh1NX\xc2\xa0",472,241,53,twitter.com/nytimes/status/1234838449426960390
172,nr,"A group of 7 central bankers and finance chiefs committed to fighting the economic effects of the coronavirus, without proposing concrete steps  https://nyti.ms/2uLlERY\xc2\xa0",144,48,39,twitter.com/nytimes/status/1234824016839544832
173,nr,"\xe2\x80\x9cIf he had been admitted to a better hospital, then he wouldn\xe2\x80\x99t be dead now,\xe2\x80\x9d said the mother of a Chinese teenager who died from a rare cancer. \n\nThe coronavirus outbreak in China straining an already overburdened health care system.  https://nyti.ms/2VBs7dr\xc2\xa0",262,83,42,twitter.com/nytimes/status/1234790646734520325
174,nr,"As coronavirus spreads in the U.S., churches, synagogues and mosques are taking precautions and adjusting their worship traditions  https://nyti.ms/38k2Abp\xc2\xa0",278,127,45,twitter.com/nytimes/status/1234784696032256000
175,nr,Global financial markets were lifted early by the prospect of more help from the world\xe2\x80\x99s central banks in battling the economic impact of the coronavirus  https://nyti.ms/2TwkKBb\xc2\xa0,92,34,18,twitter.com/nytimes/status/1234771002242093056
176,nr,The NBA sent a memo to teams advising them on how to handle the rapid spread of the coronavirus. Among the league\xe2\x80\x99s recommendations was that players should opt for fist bumps instead of high-fives when interacting with fans.  https://nyti.ms/3akHhb0\xc2\xa0,110,34,9,twitter.com/nytimes/status/1234735276360163330
177,nr,"Italy\xe2\x80\x99s decision to quarantine a quarter of its population is fueling fears of similar measures from London to Berlin, as officials grappled with how to slow the spread of the coronavirus in several of the world\xe2\x80\x99s most open and democratic societies  https://nyti.ms/2wBZ2Ea\xc2\xa0",753,406,48,twitter.com/nytimes/status/1236793851358167040
178,nr,Coronavirus map: Tracking the spread of the outbreak  https://nyti.ms/2IrZsjd\xc2\xa0,358,236,48,twitter.com/nytimes/status/1236788812338073600
179,nr,Saudi Arabia cut its oil export oil prices by nearly 10% on Saturday. The dramatic move came in retaliation for Russia\xe2\x80\x99s refusal to join OPEC in a large production cut as the coronavirus continues to slow the global economy.  https://nyti.ms/2PW7Vzl\xc2\xa0,314,163,25,twitter.com/nytimes/status/1236748531618197506
180,nr,"As the coronavirus has spread, so too has misinformation about it, despite an aggressive effort by social media companies to prevent its dissemination. We found dozens of videos, photos and posts that appeared to have slipped through the cracks.  https://nyti.ms/33cd2Rr\xc2\xa0",447,238,59,twitter.com/nytimes/status/1236746014222176259
181,nr,Here\xe2\x80\x99s what you need to know about the risks of coronavirus transmission while working out in a gym or athletic studio\n https://nyti.ms/2ItEkZE\xc2\xa0,254,93,29,twitter.com/nytimes/status/1236743553574936576
182,nr,"A coronavirus alert sat unread in an inbox while 3,000 on a cruise ship dined and mingled: how a series of blunders in Japan now shadow an outbreak in California\n https://nyti.ms/2Iryw37\xc2\xa0",668,397,54,twitter.com/nytimes/status/1236737223531343873
183,nr,Map: The number of known coronavirus cases in the U.S. continues to grow  https://nyti.ms/2PW6ktl\xc2\xa0,627,399,65,twitter.com/nytimes/status/1236735974652117002
184,nr,"Schools on both U.S. coasts are starting to close amid fears of the coronavirus, leaving parents to corral their children into online learning sessions and juggle child care  https://nyti.ms/3avnvK2\xc2\xa0",531,280,49,twitter.com/nytimes/status/1236718340497907712
185,nr,"A resident of Wilton, Connecticut, became the state\xe2\x80\x99s first coronavirus patient, Gov. Ned Lamont said. The person was most likely infected during a recent trip to California and was hospitalized after returning to Connecticut.  https://nyti.ms/3aCru7v\xc2\xa0",366,162,32,twitter.com/nytimes/status/1236715812263780357
186,nr,"As the number of coronavirus cases in New York state rose to 105, Gov. Andrew Cuomo criticized the U.S. government on Sunday for delays in allowing private laboratories in the state to test for the virus. \xe2\x80\x9cThe more tests we run, the better,\xe2\x80\x9d he said.  https://nyti.ms/2TxQjvF\xc2\xa0",769,331,50,twitter.com/nytimes/status/1236713308033515522
187,nr,"Coronavirus updates:\n\xe2\x80\x94Dr. Anthony Fauci, a top U.S. health official, said that a regional lockdown of parts of the U.S. could become necessary\n\xe2\x80\x94He recommended that those at greatest risk \xe2\x80\x94 the elderly and those with health conditions \xe2\x80\x94 abstain from travel\n https://nyti.ms/3cFNDUr\xc2\xa0",2226,1412,104,twitter.com/nytimes/status/1236705768801517573
188,nr,"Key U.S. officials in recent days have corrected or clarified President Trump\xe2\x80\x99s statements about coronavirus testing. The number of people who can be tested for the virus and the number of tests available are fluid, federal officials said.  https://nyti.ms/38velM5\xc2\xa0",299,129,78,twitter.com/nytimes/status/1236703257252311041
189,nr,An official from the Washington state nursing home ravaged by coronavirus said the facility still cannot get enough tests for its residents  https://nyti.ms/2PZ0Spp\xc2\xa0,432,329,60,twitter.com/nytimes/status/1236690680577249280
190,nr,"On the Diamond Princess cruise ship, which docked in Japan, an early coronavirus cluster grew after a missed email alert and ignored protocols\n https://nyti.ms/3aAJQpw\xc2\xa0",157,78,25,twitter.com/nytimes/status/1236683164308967424
191,nr,"As the number of coronavirus cases in the U.S. rises and the NCAA men\xe2\x80\x99s and women\xe2\x80\x99s basketball tournaments looming, college sports officials have discussed whether they could \xe2\x80\x94 or should \xe2\x80\x94 play at fewer sites  https://nyti.ms/2PVtXSC\xc2\xa0",116,39,21,twitter.com/nytimes/status/1236675813745012742
192,nr,"As New York grapples with containing the coronavirus outbreak, there has been a noticeable shift, a heightened awareness that everyday life has suddenly become strangely uncertain  https://nyti.ms/3aEohVa\xc2\xa0",538,141,60,twitter.com/nytimes/status/1236662977367027712
193,nr,"10 people died in the collapse of a hotel that was being used as a coronavirus quarantine facility in China\xe2\x80\x99s southeastern Fujian Province, the government said on Sunday  https://nyti.ms/2VSMGSy\xc2\xa0pic.twitter.com/PbE8wN2OW4",835,462,105,twitter.com/nytimes/status/1236659204909391875
194,nr,"A Starbucks in Seattle closed after an employee tested positive for the coronavirus, leading many Washington state residents to face the reality that even a small daily ritual like a morning cup of coffee will be affected by the virus  https://nyti.ms/331ZXtI\xc2\xa0",1103,539,142,twitter.com/nytimes/status/1236657954574815232
195,nr,"For the first time, Pope Francis delivered a recorded message rather than appearing in person for Sunday Prayer, as preventive measures against the coronavirus widened in Italy  https://nyti.ms/38BtBqK\xc2\xa0",281,123,24,twitter.com/nytimes/status/1236655437992398848
196,nr,"An attendee of CPAC, where President Trump and Vice President Mike Pence spoke last week, has tested positive for the coronavirus. The White House said there was no indication that they were in \xe2\x80\x9cclose proximity to the attendee.\xe2\x80\x9d  https://nyti.ms/2PRUwZ1\xc2\xa0",435,146,136,twitter.com/nytimes/status/1236647876673130496
197,nr,"While there\xe2\x80\x99s still a lot we don\xe2\x80\x99t know about the coronavirus, @NYTParenting  asked experts to help explain to answer some frequently asked questions about the new coronavirus and pregnancy  https://nyti.ms/2PO5tuD\xc2\xa0",92,52,7,twitter.com/nytimes/status/1236053967718752256
198,nr,"The Federal Reserve is keeping cash coming to the U.S. from Asia under quarantine as a step against the coronavirus. While the virus seems to transmit primarily person to person, the CDC says \xe2\x80\x9cit may be possible\xe2\x80\x9d to contract it from surfaces or objects.  https://nyti.ms/2PRHt9Q\xc2\xa0",97,61,11,twitter.com/nytimes/status/1236052724464091137
199,nr,"Breaking News: South by Southwest was canceled. Officials in Austin, Texas, called off the music, technology and film festival over concerns about the coronavirus.  https://nyti.ms/2TsMiIU\xc2\xa0",794,447,55,twitter.com/nytimes/status/1236050577253072902
200,nr,"\xe2\x80\x9cWe\xe2\x80\x99re in a jail cell but at sea.\xe2\x80\x9d Thousands of cruise ship passengers off California were under isolation orders on Friday, bracing for news about whether anyone onboard was infected with the coronavirus.  https://nyti.ms/2TvcuTg\xc2\xa0",366,166,66,twitter.com/nytimes/status/1236043909484118016
201,nr,"Breaking News: Stocks swung wildly, bond yields plunged and oil prices sank this week as Wall Street worried about how the coronavirus would hurt the economy  https://nyti.ms/39vYI8A\xc2\xa0",145,82,23,twitter.com/nytimes/status/1236038212231008256
202,nr,"Oil prices plummeted \xe2\x80\x94 and one analyst warned that they could go ""into a free-fall"" \xe2\x80\x94 after major producers failed to reach an agreement on Friday to reduce production as coronavirus concerns sapped global demand  https://nyti.ms/2TIrZ9o\xc2\xa0",94,52,13,twitter.com/nytimes/status/1236033828327694337
203,nr,"""Often, when the economy runs into trouble, it goes through a slow glide from good times to bad. Other times, it is more like a fast car slamming on the brakes. A potential coronavirus recession looks more and more like the second situation.""  https://nyti.ms/38vJIGv\xc2\xa0",168,91,66,twitter.com/nytimes/status/1236023769816317959
204,nr,"The coronavirus outbreak could complicate efforts to curb emissions from the airline industry \xe2\x80\x94 even though, in the short term, air travel is plummeting  https://nyti.ms/2THg9w8\xc2\xa0",130,37,12,twitter.com/nytimes/status/1236016207503020033
205,nr,"The University of Washington became the first college in the U.S. to shift to online classes over coronavirus concerns, canceling in-person classes and having students work remotely for the remainder of its winter quarter, which ends March 20  https://nyti.ms/2wwhU7E\xc2\xa0",1987,1080,56,twitter.com/nytimes/status/1235968402965114881
206,nr,"With worldwide coronavirus cases now surpassing 100,000, some couples are cautiously moving ahead with their weddings, while others are forced to delay their \xe2\x80\x98I do\xe2\x80\x99s\xe2\x80\x99 for now  https://nyti.ms/3cE6v60\xc2\xa0",136,51,26,twitter.com/nytimes/status/1235958396743974913
207,nr,Stocks plunged and bond yields dropped to an all-time low as Wall Street was gripped by another wave of panic over the spreading coronavirus  https://nyti.ms/38soCc6\xc2\xa0,148,103,35,twitter.com/nytimes/status/1235940041899335682
208,nr,\xe2\x80\x9cThe N.H.S. has never been in a worse state going into something like this\xe2\x80\x9d: Doctors say Britain is not prepared for a surge in coronavirus cases.  https://nyti.ms/2TOVC9c\xc2\xa0,196,102,23,twitter.com/nytimes/status/1235938195726102529
209,nr,"As the coronavirus spreads in the United States, museums, theaters and concert halls are steeling themselves for fearful patrons, lighter crowds and possible government shutdowns  https://nyti.ms/3aBiQq3\xc2\xa0",182,82,10,twitter.com/nytimes/status/1235928162548305920
210,nr,"President Trump at the last minute scrapped plans to visit the Centers for Disease Control and Prevention in Atlanta, forgoing a chance to see the nerve center of the response to the coronavirus outbreak in the U.S.  https://nyti.ms/2VP296d\xc2\xa0",1055,413,504,twitter.com/nytimes/status/1235923107086569472
211,nr,"Breaking News: The U.S. added 273,000 jobs in February in a burst of hiring before the coronavirus outbreak began to shake economic confidence  https://nyti.ms/2PPRKUc\xc2\xa0",187,80,34,twitter.com/nytimes/status/1235921076821078016
212,nr,"The coronavirus is first and foremost a public health crisis, but for China, it has become a challenge to its standing at home and abroad. Now, China is appealing for sympathy while attacking those who blame its leadership for making the situation worse.  https://nyti.ms/3cBNvVW\xc2\xa0",275,114,59,twitter.com/nytimes/status/1235897960812118016
213,nr,One of the ways scientists understand disease outbreaks is through math. A mathematician explains some of the common numbers in the coronavirus story.  https://nyti.ms/2VQWQn0\xc2\xa0,372,159,16,twitter.com/nytimes/status/1235882854820859904
214,nr,"After the terrorist attacks of Sept. 11, 2001, global air travel plummeted, and it took years for airlines to fully recover. Today there are worries that the coronavirus could have a similarly disastrous impact.  https://nyti.ms/2TqKAHW\xc2\xa0",421,210,106,twitter.com/nytimes/status/1235857672370413568
215,nr,"\xe2\x80\x9cThe N.H.S. has never been in a worse state going into something like this,\xe2\x80\x9d said a doctor in London about the system's preparedness for the coronavirus. \xe2\x80\x9cThe dominoes have been stacked for 10 years. It wouldn\xe2\x80\x99t have taken much to tip them over.\xe2\x80\x9d  https://nyti.ms/3auAtro\xc2\xa0",200,119,24,twitter.com/nytimes/status/1235852638379372548
216,nr,Media executives say the 3-minute ad addressing the coronavirus that Mike Bloomberg will air on network television Sunday may have cost his campaign anywhere from $1.25 million to $3 million  https://nyti.ms/2uKYTOe\xc2\xa0,346,115,106,twitter.com/nytimes/status/1233894742334869506
217,nr,"\xe2\x80\x9cI never imagined that this would hit our home.\xe2\x80\x9d In China's war with the coronavirus, Zuoling, a suburb of Wuhan, offers a somber lesson in how\xc2\xa0the country's vast effort to contain the virus\xc2\xa0left some communities acutely vulnerable  https://nyti.ms/2vvyFQ7\xc2\xa0",140,68,16,twitter.com/nytimes/status/1233882164284002305
218,nr,The U.S.\xc2\xa0is among the countries best prepared\xc2\xa0to prevent or manage a potential coronavirus epidemic. But the virus has already exposed significant vulnerabilities in the ability of the U.S. to respond to serious health emergencies.  https://nyti.ms/2PBxEgb\xc2\xa0,451,240,97,twitter.com/nytimes/status/1233856982752407554
