,type,text,url
113,r,I subscribe to the theory that the coronavirus is a bioweapon that the U.S. planted in China.,twitter.com/RealMBB/status/1231339219374813185
114,r,Raise your hand if you don't believe what governments and the news are telling you regarding #coronavirususa #coronavirusus #Coronavirustruth #coronavirus -- I fully believe this virus was man-made in a laboratory as a bioweapon.,twitter.com/Atheria/status/1234266510857732096
115,r,As #5g gets switched on around the world...the #coronavirus will spread... the two are connected. Weakened #immune means easier takeover by a virus? #wuhan400 #radiation #emf #braindisfunction #cancer #bioweapon #weaponofmassdestruction,twitter.com/Cheekyoziechick/status/1234259093881098240
116,r,Putting the Tesla HEPA Filter and Bioweapon Defense Mode to the Test | Tesla ⁦@elonmusk⁩ is genius for this #Coronavirus #Covid19usahttps://www.tesla.com/blog/putting-tesla-hepa-filter-and-bioweapon-defense-mode-to-the-test …,twitter.com/LitetheW/status/1234258673167257600
117,r,"In addition to #Bilderberg conf, the wealthy elite had another population planning session in 2009.
#Gates #Rockefella #Soros #Bloomberg
#Event201 #Coronavirus #Covid19 #Pandemic #Epidemic #Bioweapon #Bioengineered #NWO #UN #WHO #Agenda21 #Panic #AirborneAIDS #depopulationpic.twitter.com/SQ4o9J7GPL",twitter.com/AnoNymouseoutl1/status/1234249494184611840
118,r,Queen Elizabeth and Her Royal Coronavirus Bioweapon Exposed https://truthbits.blog/2020/02/29/queen-elizabeth-and-her-royal-coronavirus-bioweapon-exposed/ … @wordpressdotcom aracılığıyla,twitter.com/SavasWonderland/status/1234248599623602176
119,r,The #bioweapon of the #Coroniavirus. The R0 of #Coronavirus is approximately 6.6 with a verification of the virus coming back after symptoms subside. The gain of function within the #bioweapon is working as designed in all aspects. Phase 2 of 9-11-2001 has been implemented. pic.twitter.com/vBoMAr6E4M,twitter.com/Stevensrjoe/status/1234247480801402882
120,r,Seeing how the coronavirus is a literal bioweapon I don't think the flu comparison is gonna work. Nobody dug up mass graves for the flu.,twitter.com/Knapa14/status/1234245862957690881
121,r,"#Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It
https://greatgameindia.com/coronavirus-bioweapon/ …",twitter.com/GreatGameIndia/status/1234244547116503040
122,r,"AIM VIDEOS -AUDIOS FEBRUARY 2020
ROYAL CORONAVIRUS BIOWEAPON EXPOSED
DISSIDENTS ATTACK AMERICA FROM INSIDE
THE DISSIDENTS MUST BE REMOVED
THE REPUBLIC MUST BE RESTORED
CORONAVIRUS DON’T BUY INTO THE PROPAGANDA
U.S. government steals patents from inventors.
https://aim4truth.org/2020/03/01/aim-videos-audios-february-2020/ …",twitter.com/JgvJaime/status/1234242351259934725
123,r,"AIM VIDEOS -AUDIOS FEBRUARY 2020
ROYAL CORONAVIRUS BIOWEAPON EXPOSED
DISSIDENTS ATTACK AMERICA FROM INSIDE
THE DISSIDENTS MUST BE REMOVED
THE REPUBLIC MUST BE RESTORED
CORONAVIRUS DON’T BUY INTO THE PROPAGANDA
U.S. government steals patents from inventors.
https://aim4truth.org/2020/03/01/aim-videos-audios-february-2020/ …pic.twitter.com/zGTaIkZWg3",twitter.com/JgvJaime/status/1234242297950285829
124,r,"Had lunch with a Permabear friend - saw S&P going to 400 in 2008, China numbers are a hoax, hates QE. He thinks Corona virus is a combination of Chinese eating weird food + PLA bioweapon, China with one-child policy will be hit hard if millions of kids die,  human race at risk",twitter.com/Orangeman1992/status/1234242186083995650
125,r,You don't think that making sure people know that a particular candidate thinks the Coronavirus is a bioweapon created by the Pope (among others) might be a good way to save souls?,twitter.com/padresj/status/1234241925944893441
126,r,"Worth a full read: @neva9257 breaks down the toxic psychological/sociological roots and the (ridiculous) logic flaws of the #SARSCoV #HCoV19 #COVID19 #coronavirus bioweapon conspiracy theory. 

https://slate.com/technology/2020/02/coronavirus-bioweapon-conspiracy-theories.html …",twitter.com/jenzhuscott/status/1234240935677980672
127,r,"Here are a few tweets, starting here at #54, that show the latest evidence that 2019-nCoV is an engineered bioweapon.

#BioArmsRace
#ChineseChernobyl
#CoronaCoverup
#COVID2019 #COVID19US #UTCOVID19 #CoronavirusOutbreak #Coronavirus  https://twitter.com/SamParkerSenate/status/1233639937041256448 …",twitter.com/SamParkerSenate/status/1234239780298182657
128,r,His takes on the coronavirus oh God. It would either be a manufactured bioweapon or a complete scare fest with nothing in between.,twitter.com/ReturnNeo/status/1234238272181854210
129,r,"I have never looked into 5G & honestly had dismissed the 5G/Coronavirus buzz right away because of seeing some accounts I didn’t trust pushing it. I’m not sold on the bioweapon yet, but I haven’t ruled it out. It wouldn’t surprise me if it were a lab modified strain that escaped.",twitter.com/la_nimboni/status/1234238194327130113
130,r,"We have nothing to fear but fear itself. along with the deceitful and corrupt CCP. How many CCP Members have caught coronavirus? The epicentre is Wuhan with a P4 Bioweapon Lab. There are no coincidences. China must e held accountable. Their weaknesses poverty, famine and money.",twitter.com/SuzanneVickiJ1/status/1234236000802467840
131,r,China’s New Coronavirus: An Examination of the Facts https://shar.es/a3N3KM  via @grtvnews #coronavavirus #BioWeapon,twitter.com/BlackveilVeil/status/1230643040609435648
132,r,evil theory : the corona virus is a bioweapon made by the USA in order to asymmetrically advance their trade war by destruction of china's supply chains.,twitter.com/journoRespectr/status/1230639975558856704
133,r,OPERATION CORONAVIRUS PANDEMIC: 16 Reasons for the Deployment of this Devastating Bioweapon in 2020 - https://www.therussophile.org/operation-coronavirus-pandemic-16-reasons-for-the-deployment-of-this-devastating-bioweapon-in-2020.html/ …pic.twitter.com/bPa00N9kSk,twitter.com/therussophile/status/1230639199566663681
134,r,"well it was no secret that the coronavirus had indeed arrived, being that the evacuees from China flew in. so if it didn't arrive before the evacuees got there, it did now. Btw this is not just flu and is a bioweapon with a very high infection rate and super low survival rate.",twitter.com/trojanboy123/status/1230638578604150785
135,r,"Boss at IRL job just brought up the conspiracy theory that the coronavirus outbreak was an accident at a bioweapon lab...

My boss listens to Infowars, confirmed.",twitter.com/UtahOutcasts/status/1230634940527792131
136,r,Well let’s hope we make it through the coronavirus seems like a great time to release a bioweapon... when everyone is awake to the bullshit they decided to kill half of us,twitter.com/samhayn35444211/status/1230634118683283457
137,r,Coronavirus Bioweapon - How China Stole Coronavirus From Canada And Weaponized It | GreatGameIndia https://greatgameindia.com/coronavirus-bioweapon/ …,twitter.com/SchifftyThe/status/1230634066262863873
138,r,"Uh, no, is US bioweapon. Links and info here... 

Is Novel Corona Virus Reservoir BioWar Syringe or Bat Soup? 

http://johnsonandtoxin.com/biowar_or_bat_soup.shtml …",twitter.com/REALITYofJNJ/status/1230632393649901574
139,r,"""Moreover, Iran confirmed three more cases of coronavirus in Qom and Arak, adding that 19 people were currently being tested for the virus."" 

….. specifically a CIA-Mossad bioweapon protocol to be used against China and Iran! #Covid19",twitter.com/korol_koshek/status/1230628486878056453
140,r,"New Podcast! ""The David Knight Show - 2020- February 20, Thursday - Bloomberg Steps From Behind Curtain And Gets Pummeled"" on @Spreaker #2020election #berniesanders #bioweapon #buttigieg #china #chrismatthews #coronavirus #davidknight #ebola #fdahttps://www.spreaker.com/user/realalexjones/02-20-20-knight?autoplay=1 …",twitter.com/BANNEDdotVIDEO/status/1230627304591831043
141,r,"What do you expect from the country which is waging BIOWAR against the Chinese people?

#Coronavirus_Is_A_US_Bioweapon
https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1230627216779665408
142,r,Re Coronavirus bioweapon possibilities - it doesn't have to have been a finished weapon meant to be used. It could have been a line of research that didn't pan out. Maybe they meant to dispose of it for not being very useful and screwed up the disposal.,twitter.com/NYProudFellow/status/1230627094192906251
143,r,"Of interest -

State of the Nation: OPERATION CORONAVIRUS PANDEMIC: 16 Reasons for the Deployment of this Devastating Bioweapon in 2020 http://themillenniumreport.com/2020/02/operation-coronavirus-pandemic-16-reasons-for-the-deployment-of-this-devastating-bioweapon-in-2020/ …",twitter.com/JoneveMcCormick/status/1230627047669551105
144,r,"Makes sense now in the light of #Coronavirus outbreak and the #Event201 'gaming session' by global leaders including ChinaCDC.
#CoronaVirus #Bioattack may have been planned at the highest levels globally for #UN depopulation agenda.

#Conspiracy #Outsiders #Bioweapon #ClimateCulthttps://twitter.com/DARPA/status/1166736432901308416 …",twitter.com/AnoNymouseoutl1/status/1230626417739616258
145,r,"SMOKING GUN: China Bought Weaponized Wuhan Virus From U.S.
#Bioweapon #Coronavirus #virus #China #US
https://www.thetruthseeker.co.uk/?p=202776",twitter.com/SPLITTERIS/status/1230626333618823169
146,r,"It’s a bioweapon. So could it not be coronavirus but another lethal agent? The new agent orange? The new Chernobyl? How does this bioweapon get passed along? H2H? If it happened to have come from the bioweapons lap, could it have been like Chernobyl and just infect those there?",twitter.com/MarshMelloHello/status/1230626126667689984
147,r,OPERATION CORONAVIRUS PANDEMIC: 16 Reasons for the Deployment of this Devastating Bioweapon in 2020 https://www.therussophile.org/operation-coronavirus-pandemic-16-reasons-for-the-deployment-of-this-devastating-bioweapon-in-2020.html/ …pic.twitter.com/PJkSxel0SW,twitter.com/therussophile/status/1230624825703575552
148,r,"Coronavirus Contains ""HIV Insertions"", Stoking Fears Over Artificially Created Bioweapon | Zero Hedge https://www.zerohedge.com/geopolitical/coronavirus-contains-hiv-insertions-stoking-fears-over-artificially-created-bioweapon …",twitter.com/Bitcoinisgood88/status/1230624429685825536
149,r,"Coronavirus, Bioweapon with 'gain-of-function property for efficient spreading'

We now have bombshell, smoking gun evidence that the CoVid-19 “Wuhan” coronavirus was specifically engineered as an offensive biological warfare weapon, designed to target to exterminate human beings",twitter.com/lynnrose789/status/1230621941498818560
150,r,"Most people are thinking #coronavirus is a bioweapon that came from a research lab, or a naturally occurring bat virus that came from a market. I think it could be naturally occurring and still have accidentally been released from a lab. Nothing nefarious just a horrible blunder.",twitter.com/GroffFizix/status/1230621655917105152
151,r,And here we have our first taste of the real numbers. Holy crap. #ChinaVirus #wuhanvirus #WuhanOutbreak #Coronavirus #coronaoutbreak #CoronavirusOutbreak #SARSCoV2 #Covid19 #2019nCoV #Bioweapon #coronavirususahttps://twitter.com/BNODesk/status/1227741314911031296 …,twitter.com/OCDrises/status/1227743766313717760
152,r,Senator Tom Cotton Thinks Coronavirus is a Bioweapon; China Mounts Feeble Response https://www.ccn.com/tom-cotton-thinks-coronavirus-bioweapon-china-mounts-feeble-response/ … via @ccnmarkets,twitter.com/ViewsReality/status/1227743659900243968
153,r,"BREAKING: the #coronavirus is a US BIOWEAPON designed to EXTERMINATE the Chinese.

The Reckoning is coming...

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227743202758627328
154,r,If the Coronavirus what's a bioweapon? They already had the vaccine for it. https://twitter.com/JuliansRum/status/1227733500536770565 …,twitter.com/jolady42/status/1227743063314923521
155,r,"Does this mean that the #coronavirus is a US BIOWEAPON designed to exterminate the Chinese?

The Reckoning is coming...

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227742915901837312
156,r,"Does this mean that #coronavirus really is a US BIOWEAPON designed to exterminate the Chinese?

The Reckoning is coming...

https://vimeo.com/387209013",twitter.com/TheGreysNYC/status/1227741764741525507
157,r,"#coronavirus bioweapon or natural creation?
It doesn't matter.Theres a lot more here at right or wrong.  Its deadly and its coming.

Enjoy your life. Do what you've always wanted to do. Hug your kids. Reflect. Live well. Prepare. Fight.  

Live like you are going to die.",twitter.com/WinnieDynasty/status/1227737617317363719
158,r,"After the Hong Kong protests 

A bioweapon virus killing Chinese people and seemingly other races recover 

Coronavirus outbreak in Hong Kong reported.",twitter.com/__sonPrince/status/1227735103184494592
159,r,"Anyone saying that #coronavirus is not a bioweapon have an argument for that other than denial? All of the form and functionality data shows definitely that it is a bioweapon. Wuhan BSL-4 has genetically engineered bat coronaviruses since 2915, so it isn’t science fiction. https://twitter.com/WinnieDynasty/status/1227729289640103936 …",twitter.com/TedrosThanos/status/1227733903114264576
160,r,"Are they all infected when dragged away or dissenters picked, under the guise of a virus?

#Coronavirus
#China
#Wuhan
#FreeChina
#XiJinping
#CrimesAgainstHumanity
#Genocide
#Pandemic
#BioWeapon
#BiologicalWarfare
#Quarantine
#MartialLaw
#MilitaryTribunals",twitter.com/CLajambe/status/1227732169679941632
161,r,Yeah. Three weeks ago people were looking at me like I had three heads when I said I was worried about this virus. Now they’re getting canned food. #ChinaVirus #wuhanvirus #Coronavirus #coronaoutbreak #CoronavirusOutbreak #SARSCoV2 #Covid19 #2019nCoV #Bioweapon #coronavirususa,twitter.com/OCDrises/status/1227731870541963265
162,r,"So, honestly, what keeps preventing you from thinking it could be a bioweapon? It isn’t natural in form, nor function. Wuhan BSL-4 has the capacity and was working on bat coronavirus genetic engineering for years. Seems pretty ridiculous to me to think otherwise.",twitter.com/TedrosThanos/status/1227731382043938816
163,r,"#Breaking: Martial law implemented in Hubei at 00:00 on the 13th?  No #Coronavirus statistics updates from Hubei today yet as was expected.  #Bioweapon #covid19
http://www.nbd.com.cn/articles/2020-02-13/1407808.html …https://twitter.com/AnoNymouseoutl1/status/1227508162065879040 …",twitter.com/AnoNymouseoutl1/status/1227731047116238848
164,r,"#ChinasCommunistParty “United Front Work” in #TheMiddleEast.

@CSISMidEast-Director #JonAlterman says #Iran has high hopes for #China’s future role in #TheMiddleEast.

Did #CCP HAVE & DEPLOY a #CoronaVirus flu-like #BioWeapon?

#COVID19
#CoronaBioWeapon
https://kfcris.com/pdf/364dd98d47dae1c81e9eb8362a086bf85af3e7e7f302e.pdf …",twitter.com/CanadasMajority/status/1227729489834065920
165,r,"#coronavirus
#WuhanCoronavirus
#BioWeapon
https://www.amazon.com/gp/product/B001GBNQY4 …",twitter.com/RealKevinHarlan/status/1227727655270780928
166,r,"Multiple vaccine corporations are working on a coronavirus jab as Big Pharma gets ready to cash in on a bioweapon built by genetic engineers

#冠状病毒
#WuhanAcuteRespiratorySyndrome
#CoronaVirus
#WuhanFlu
#nCoVhttps://naturalnews.com/2020-02-04-multiple-vaccine-corporations-working-on-coronavirus-jab.html …",twitter.com/ZyroFoxtrot/status/1224844667981836289
167,r,"Breaking News
Is the Novel CORONAVIRUS the beginning of the END for the CHICOM's ""SECRET TRUTH"" about the LEVEL 4 Biohazard Facility's failure to contain a STOLEN BIOWEAPON?
WATCH THIS
https://youtu.be/VSa_TIkV6lE",twitter.com/JustInformU/status/1224843162562121728
168,r,Damn... this is a bad one #coronaoutbreak #Coronavirus #CoronavirusOutbreak #nCov2019 #2019nCov #Bioweapon #coronavirususa #coronavirusHK #virus #Wuhanhttps://twitter.com/lookner/status/1224840857855111168 …,twitter.com/OCDrises/status/1224842736416616448
169,r,Meet Dr. Francis Boyle – He Believes the Coronavirus is a Lethal Engineered Bioweapon https://trueconservativepundit.com/2020/02/04/meet-dr-francis-boyle-he-believes-the-coronavirus-is-a-lethal-engineered-bioweapon/ …pic.twitter.com/Unm9yrthjO,twitter.com/writinggomer/status/1224841530193711104
170,r,"Yes, the Coronavirus is an Engineered BIOWEAPON
http://disq.us/t/3ludx91 pic.twitter.com/MCU22jr3fu",twitter.com/III_Means_Free/status/1224840768323493890
171,r,Multiple vaccine corporations are working on a coronavirus jab as Big Pharma gets ready to cash in on a bioweapon built by genetic engineers – http://NaturalNews.com  https://www.naturalnews.com/2020-02-04-multiple-vaccine-corporations-working-on-coronavirus-jab.html …,twitter.com/GrovelandJohn/status/1224839769114451968
172,r,The market is telling us that $TSLA’s Bioweapon Defense Mode will save us all from the #Coronavirus #nCoV19 apocalypse. Makes perfect sense.,twitter.com/monting/status/1224838640276254720
173,r,"◄ Alex Jones (Hour 4)  • Tues • Feb 4th, 2020 ►
#UN KNOWS #CORONAVIRUS A #BIOWEAPON, SAYS CREATOR OF BIOWEAPONS ACT - Bioweapons expert lays out the shocking facts.

#TheResistance1776 #InfoWarriors #InfoWars #AlexJoneshttps://videos.utahgunexchange.com/watch/alex-jones-hour-4-tues-feb-4th-2020_RtculHEWeBpRcS3.html …",twitter.com/TheCensored1776/status/1224838156060708864
174,r,Corona virus is Canada bioweapon stolen to China. Very fucking scary. Apparently if you shit into the toilet in a building with someone who has it you can get it.,twitter.com/DoNotLose/status/1224833138855174149
175,r,"Beware these #Chinese hate us and God Jesus, figure it out.

#Coronavirus Exposed, Part 1: Communist Coverup, or Pandemic Bioweapon of Mass Destruction? http://archive.is/px2zm",twitter.com/jweglarznc/status/1224832969375997953
176,r,"Multiple vaccine corporations are working on a coronavirus jab as Big Pharma gets ready to cash in on a bioweapon built by genetic engineers

https://www.naturalnews.com/2020-02-04-multiple-vaccine-corporations-working-on-coronavirus-jab.html …",twitter.com/EYoung04171603/status/1224831443790114817
177,r,"ZeroHedge BANNED From Twitter After Posting Findings of 'HIV' Insertions in Coronavirus, Bioweapon Possibility https://bigleaguepolitics.com/zerohedge-banned-from-twitter-after-posting-findings-of-hiv-insertions-in-coronavirus-bioweapon-possibility/ … via @BigLeaguePol",twitter.com/monitteh/status/1224830360179093515
178,r,"Multiple vaccine corporations are working on a coronavirus jab as Big Pharma gets ready to cash in on a bioweapon built by genetic engineers.

https://www.naturalnews.com/2020-02-04-multiple-vaccine-corporations-working-on-coronavirus-jab.html …",twitter.com/EYoung04171603/status/1224827465232723968
179,r,"◄ Alex Jones (Hour 3)  • Tues • Feb 4th, 2020 ►

UN KNOWS #CORONAVIRUS A #BIOWEAPON, SAYS CREATOR OF BIOWEAPONS ACT - Bioweapons expert lays out the shocking facts.

#TheResistance1776 #InfoWarriors #InfoWars #AlexJones
https://videos.utahgunexchange.com/watch/alex-jones-hour-3-tues-feb-4th-2020_nspa7Zu6wwABW8S.html …",twitter.com/TheCensored1776/status/1224825731563294724
180,r,Latest numbers  #coronaoutbreak #Coronavirus #CoronavirusOutbreak #nCov2019 #2019nCov #Bioweapon. #coronavirususa #coronavirusHK #coronaviruschina #virus #Wuhanhttps://twitter.com/BNODesk/status/1224821532700049412 …,twitter.com/OCDrises/status/1224825287042465792
181,r,"IS THE CORONAVIRUS A MAN MADE BIOWEAPON? 

Dr. Francis Boyle, Creator of US Bioweapons Act, Claims Coronavirus is a Biological Weapon - DC Clothesline.

https://tiny.iavian.net/xlkk",twitter.com/PaulPhaneuf/status/1224824968548102144
182,r,"#China Government arrests #Whistleblower who leaks pictures of piles of bodies o the scene in #Wuhan due to the released #Chinese Bioweapon #Coronavirus with it's 15% Kill rate, Weaponized from Level 4 Lab with Officials saying future of use against #USAhttps://www.dailystar.co.uk/news/world-news/man-arrested-after-filming-body-21419286 …",twitter.com/AOECOIN/status/1224824719192420352
183,r,my parents are now conspiring that the coronavirus was a bioweapon created by china to stabilize the protests in hong kong. lol,twitter.com/nhojjjj/status/1232454346501001216
184,r,@realDonaldTrump You need to stop sugar coating the Coronavirus. It is popping up in places it shouldnt be. It could a Chinese bioweapon that was either intentionally or unintentionally released. Too the Chinese life is cheap. They cant be trusted.,twitter.com/Gage3780Saber/status/1232452771200192512
185,r,"CORONAVIRUS BIOWEAPON MYSTERY SOLVED: It’s all in the name! 
https://www.thelibertybeacon.com/coronavirus-bioweapon-mystery-solved-its-all-in-the-name/ …
#pharmagreed #VaxxOFF Not one rich famous person or a dirty greedy politician has been infected or died, why the worry? just another #BillGates trick to kill #deathbydesign #greedkills",twitter.com/magtell/status/1232451689946337285
186,r,"Rush Limbaugh, recent Trump Medal of Freedom recipient, claimed the coronavirus outbreak is a “bioweapon” created by China in a laboratory that is being “weaponized” by the media to bring down Trump, asserting that it’s nothing more than a “common cold.”  https://www.washingtonpost.com/politics/2020/02/25/you-might-not-want-rely-trump-information-about-risk-coronavirus/ …",twitter.com/cooperchip1/status/1232450550697869314
187,r,OPERATION CORONAVIRUS PANDEMIC: 16 Reasons for the Deployment of this Devastating Bioweapon in 2020 http://stateofthenation.co/?p=7517,twitter.com/flyer4life/status/1232448473204580352
188,r,Coronavirus Bioweapon Is Now Being Launched Against Any Nation Targeted by The Powers That Be http://stateofthenation.co/?p=7687,twitter.com/flyer4life/status/1232443555651522563
189,r,"Hints that #coronavirus was lab-made:

On 2/14 Chairman #Xi talked about the need to increase biosecurity lab safety 

1/

#BioWeapon #COVIDー19",twitter.com/asAB0VEsoBEL0W/status/1232435078891835392
190,r,coronavirus lowkey a bioweapon,twitter.com/neckroII/status/1232432149153730560
191,r,CORONA UNMASKED: Chinese Intelligence Officer Reveals True Magnitude of China’s Fake “Coronavirus” Crisis – 12160 Social Network Please if you read NOTHING ELSE read this It’s a Bioweapon! Dropped vial in Wuhan Market! Millions will Die if True! ⁦@MSNBC http://12160.info/m/discussion?id=2649739%3ATopic%3A2003382 …,twitter.com/courageousgirl2/status/1232431804566704134
192,r,"latest reports from Wuhan: coronavirus ""turns people straight"". strong evidence it's a CIA bioweapon",twitter.com/CamFantastic1/status/1232430648842997761
193,r,"@maziehirono  All  intelligence is shit,, remember wmds in Iraq stop doing interviews with cnn and Do some work  !! Admit the corona virus is a bioweapon WE ARE NOT STUPID  !!",twitter.com/JustonWalker/status/1232429887274782721
194,r,"I mean, it's not a bioweapon, it's not a lab escape, it didn't come from snakes. We have SOME concrete stuff. Is it gonna be the next Spanish flu? Well, it's a coronavirus, so no. 

I'm /always/ happy to answer questions, too, especially from a friend.",twitter.com/rocza/status/1232428260421722112
195,r,"Q: Why I don't see any outrage from the liberal media while the coronavirus is on its way sowing through the world?

A: It's the fact they have nothing to say further. They'll do anything to back china, no matter whatever the fuck they do. 

If was US bioweapon. Thats when -",twitter.com/Horror4Trump/status/1232428150463827968
196,r,Proof That 5G Is Going To Make Us All Sick? https://youtu.be/0MAShI0i7MA  #coronavirus mixed with #5g...hmm we are seeing the results. #bioweapon #nanoparticles #wuhan500,twitter.com/Cheekyoziechick/status/1232427259295748096
197,r,Dont know if this pic is real or fake but if its real I hope this aint dogs in the picture..what other animal could it be tho? I also believe this pic is just a distraction to throw everyone off from the idea that the coronavirus was made in a lab somewhere on purpose #BioWeapon https://twitter.com/Reuters/status/1232145616731561985 …,twitter.com/Goldsby2RR/status/1232426841966882816
198,r,the 80 million number comes from birdbrains finding some epidemiology simulation from last year and immediately concluding it meant coronavirus was a bioweapon released on purpose,twitter.com/Pliny_theElder/status/1232422722120093697
199,r,"In interviews (see for example, https://www.activistpost.com/2020/02/us-biowarfare-act-author-studies-confirm-coronavirus-weaponized.html … ) r. Francis Boyle says he has read four scientific studies that confirm beyond doubt that the coronavirus is an engineered bioweapon. Hence, it may be a misnomer to describe as simply a ""deadly strain"" of the coronavirus.",twitter.com/ColdWind11/status/1232422117594943489
200,r,"The mistakenly, unleashed, bioweapon, corona virus, will bring down the corrupt CCP. We must pray for the liberation, health and prosperity of the Chinese People. People, please be kind to each other. We are all One Human Family. We all live on the same planet. Choose peace.",twitter.com/SuzanneVickiJ1/status/1229555031084429312
201,r,"Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It
 https://greatgameindia.com/coronavirus-bioweapon/ …",twitter.com/alishajane777/status/1229554994250166273
202,r,Coronavirus is a bioweapon. Change my mind.,twitter.com/ASimplePatriot/status/1229554460038443011
203,r,"Une bonne nouvelle mais pas pour tout le monde...
#Coronavirus #Covid19 #Chine #Wuhanpneumonia #ADN #bioweapon #armebiologiquehttps://twitter.com/Cyprustar7/status/1229551143044440065 …",twitter.com/Cyprustar7/status/1229552557829361664
204,r,"The corona virus ""bioweapon"" will come back to bite the CCP. The unleashed virus will be their downfall. We must pray for the liberation and health of the Chinese People.",twitter.com/SuzanneVickiJ1/status/1229551589897064448
205,r,"Salam, please find the unroll here: Thread by @SamParkerSenate: 1. Wuhan Coronavirus is an engineered offensive bioweapon. You're not being told this by… https://threadreaderapp.com/thread/1226311942354042880.html …. Enjoy :)",twitter.com/threadreaderapp/status/1229550666844168192
206,r,Coronavirus is an engineered offensive BioWeapon. https://twitter.com/threadreaderapp/status/1229303245069332481 …,twitter.com/Smokinhart488/status/1229550537701494784
207,r,"Halo!, there is your unroll: Thread by @SamParkerSenate: 1. Wuhan Coronavirus is an engineered offensive bioweapon. You're not being told this by… https://threadreaderapp.com/thread/1226311942354042880.html …. Share this if you think it's interesting.",twitter.com/threadreaderapp/status/1229550190513807360
208,r,"Bat Soup or Bioweapon? The Coronavirus Conspiracy Theory
https://dailygroyper.com/2020/02/17/the-corona-virus-conspiracy/ …",twitter.com/DailyGroyper/status/1229549750288031745
209,r,Im not sure how this 'stirs racial hatred' and connecting a local bioweapon lab confirmed to have recieved and been working with bat coronavirus isnt exactly 'bogus',twitter.com/AMatteGrey/status/1229549227866456067
210,r,Covid#19 is the name of the Coronavirus...it also equals 766 is gematria which equals “Read the Transcript”... was @POTUS @realDonaldTrump sending code to let us know [they] were planning a bioweapon attack...& letting us know the White Hats prepares for it? pic.twitter.com/goEYJAXbkZ,twitter.com/ready_pen/status/1229546865533865984
211,r,"Yes it is probably over exaggerated, I really do hope it is. This virus could be a bioweapon and does sound very contagious, one mess up it could spread easily? Yes I have seen what is going on in atheist communist China its tragic, China fears Christianity more than coronavirus",twitter.com/faithdefender/status/1229545907848273923
212,r,"Scientists have debunked paranoid theories that coronavirus is a Chinese bioweapon. GOP Sen Cotton continues to spread these lies that foster fear & anxiety. This is dangerous & helps no one. GOP has lost all credibility to govern.
https://www.businessinsider.com/coronavirus-bioweapon-tom-cotton-conspiracy-theory-china-warfare-leak-2020-2 …",twitter.com/melanson2000/status/1229542836409970688
213,r,"Ziekenhuisdirecteur #Wuhan (#LiuZhiming) overlijdt aan #coronavirus / Directeur hospital Wuhan died.  https://www.telegraaf.nl/nieuws/584679478/ziekenhuisdirecteur-wuhan-overlijdt-aan-coronavirus …
#WuhanVirus #ChinaVirus #nCOV2019 #COVD19 
The #bioweapon #virus targets mainly #Asian males.
#China #CoronaVirusFacts",twitter.com/Aethonaia/status/1229541511458672641
214,r,Virus Update:  Chinese Bioweapon Lab In Wuhan Issued Gag Order On Releasing Information On Novel Coronavirus Two Weeks Before First Reported Case - https://creativedestructionmedia.com/news/asia/2020/02/17/virus-update-chinese-bioweapon-lab-in-wuhan-issued-gag-order-on-releasing-information-on-novel-coronavirus-two-weeks-before-first-reported-case/ …,twitter.com/ezduzit63/status/1229540355672092672
215,r,"I don't know for sure if the #coronavirus is a #bioweapon or not, but as far as conspiracy theories go, this one's plausible.  even if it's an accident that's just as scary.",twitter.com/junk41590/status/1229540226848174080
216,r,"Hola, please find the unroll here: Thread by @SamParkerSenate: 1. Wuhan Coronavirus is an engineered offensive bioweapon. You're not being told this by… https://threadreaderapp.com/thread/1226311942354042880.html …. See you soon.",twitter.com/threadreaderapp/status/1229535506591031298
217,r,"It's totally not an escaped bioweapon, it's just like a bad flu, stop spreading lies, sheeple!!!

WHO Holds Secret Talks With Tech Giants To Stop Spread Of Coronavirus ""Misinformation"" 

https://www.zerohedge.com/technology/who-holds-secret-talks-tech-giants-stop-spread-coronavirus-misinformation …",twitter.com/dnarby/status/1229534706439467008
218,r,"Hola, you can read it here: Thread by @SamParkerSenate: 1. Wuhan Coronavirus is an engineered offensive bioweapon. You're not being told this by… https://threadreaderapp.com/thread/1226311942354042880.html …. Enjoy :)",twitter.com/threadreaderapp/status/1229534347881000960
219,r,Why does Genuine constantly retweet this conspiracy theorist who thinks coronavirus is a bioweapon,twitter.com/loafusofbread/status/1229534321226047488
220,r,#preppersunite #pandemicpreparednesskit #emergencypreparedness #disasterpreparedness #coronavirus #ebonypreppers #WuhanVirus #blackpreppers #BSL4 #bioweapon #offthegrid #blacksurvivalists #preparedness #ChinaOutbreak #pandemic #blackprepper #pandemicpreparedness #2019nCoV #nCoVpic.twitter.com/vf45dwnX4p,twitter.com/DanielTFreeman1/status/1227380414685249537
221,r,Senator Cotton Demands Beijing Prove Coronavirus Isn’t a Bioweapon – NewsWars https://www.newswars.com/senator-cotton-demands-beijing-prove-coronavirus-isnt-a-bioweapon/ …,twitter.com/Flow_News_Blog/status/1227378765002616842
